Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-29 23:58:53.738,114296.7,0.001,BTCUSDT
2025-09-29 23:58:53.738,114296.7,0.056,BTCUSDT
2025-09-29 23:58:53.738,114296.7,0.97,BTCUSDT
2025-09-29 23:58:53.738,114296.7,0.001,BTCUSDT
2025-09-29 23:58:53.738,114296.7,0.006,BTCUSDT
2025-09-29 23:58:53.738,114296.7,0.008,BTCUSDT
2025-09-29 23:58:53.738,114296.7,0.228,BTCUSDT
2025-09-29 23:58:53.782,114296.6,0.018,BTCUSDT
2025-09-29 23:58:53.873,114296.6,0.018,BTCUSDT
2025-09-29 23:58:53.951,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.030,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.107,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.182,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.262,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.324,114296.7,0.001,BTCUSDT
2025-09-29 23:58:54.324,114296.7,0.001,BTCUSDT
2025-09-29 23:58:54.331,114296.7,0.087,BTCUSDT
2025-09-29 23:58:54.338,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.416,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.486,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.585,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.662,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.738,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.809,114296.6,0.018,BTCUSDT
2025-09-29 23:58:54.892,114296.6,0.006,BTCUSDT
2025-09-29 23:58:54.892,114296.6,0.001,BTCUSDT
2025-09-29 23:58:54.892,114296.6,0.001,BTCUSDT
2025-09-29 23:58:54.892,114296.6,0.01,BTCUSDT
2025-09-29 23:58:54.971,114296.6,0.018,BTCUSDT
2025-09-29 23:58:55.338,114296.7,0.043,BTCUSDT
2025-09-29 23:58:55.338,114296.7,0.009,BTCUSDT
2025-09-29 23:58:55.338,114296.7,0.008,BTCUSDT
2025-09-29 23:58:55.338,114296.7,0.001,BTCUSDT
2025-09-29 23:58:55.338,114296.7,0.026,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.027,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.001,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.001,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.001,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.041,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.004,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.027,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.015,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.001,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.002,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.002,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.177,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.02,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.034,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.022,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.276,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.045,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.207,BTCUSDT
2025-09-29 23:58:55.486,114296.7,1.526,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.148,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.007,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.815,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.002,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.001,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.001,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.057,BTCUSDT
2025-09-29 23:58:55.486,114296.7,0.002,BTCUSDT
2025-09-29 23:58:55.486,114296.8,0.001,BTCUSDT
2025-09-29 23:58:55.486,114296.8,0.001,BTCUSDT
2025-09-29 23:58:55.486,114296.8,0.002,BTCUSDT
2025-09-29 23:58:55.486,114297.0,0.001,BTCUSDT
2025-09-29 23:58:55.486,114298.8,0.002,BTCUSDT
2025-09-29 23:58:55.486,114299.0,0.001,BTCUSDT
2025-09-29 23:58:55.486,114299.8,0.002,BTCUSDT
2025-09-29 23:58:55.486,114299.8,0.013,BTCUSDT
2025-09-29 23:58:55.486,114299.9,0.065,BTCUSDT
2025-09-29 23:58:55.486,114299.9,0.002,BTCUSDT
2025-09-29 23:58:55.486,114299.9,0.002,BTCUSDT
2025-09-29 23:58:55.486,114300.0,0.001,BTCUSDT
2025-09-29 23:58:55.486,114300.0,0.001,BTCUSDT
2025-09-29 23:58:55.486,114300.0,0.001,BTCUSDT
2025-09-29 23:58:55.486,114300.2,0.001,BTCUSDT
2025-09-29 23:58:55.486,114300.3,0.002,BTCUSDT
2025-09-29 23:58:55.486,114300.6,0.001,BTCUSDT
2025-09-29 23:58:55.486,114300.7,0.001,BTCUSDT
2025-09-29 23:58:55.486,114300.9,0.002,BTCUSDT
2025-09-29 23:58:55.486,114300.9,0.002,BTCUSDT
2025-09-29 23:58:55.486,114301.5,0.002,BTCUSDT
2025-09-29 23:58:55.486,114301.7,0.002,BTCUSDT
2025-09-29 23:58:55.486,114301.8,0.001,BTCUSDT
2025-09-29 23:58:55.486,114302.1,0.002,BTCUSDT
2025-09-29 23:58:55.486,114302.1,0.001,BTCUSDT
